City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description,Date
515,Nouadhibou,20.931,-17.0347,69.93,88,1,16.24,MR,clear sky,2021-08-01 22:02:56
516,Belmonte,-15.8631,-38.8828,68.5,70,89,14.45,BR,overcast clouds,2021-08-01 21:59:31
517,Vostok,46.4856,135.8833,68.32,76,41,2.59,RU,scattered clouds,2021-08-01 21:58:35
518,Esso,55.9333,158.7,53.55,60,97,2.89,RU,overcast clouds,2021-08-01 22:02:57
519,Itoman,26.1247,127.6694,82.42,89,75,19.57,JP,broken clouds,2021-08-01 22:02:57
520,Tucupita,9.0622,-62.051,78.53,83,83,3.98,VE,broken clouds,2021-08-01 22:02:57
521,Muisne,0.6,-80.0333,77.34,82,60,11.05,EC,broken clouds,2021-08-01 22:02:39
522,High Level,58.5169,-117.136,93.06,25,0,3.06,CA,clear sky,2021-08-01 22:02:58
523,Mattru,7.6244,-11.8332,73.44,95,99,3.51,SL,light rain,2021-08-01 22:02:58
524,Scarborough,54.2797,-0.4044,54.91,85,7,8.28,GB,clear sky,2021-08-01 22:02:58
525,Okoritofulpos,47.9186,22.5081,72.1,57,61,1.3,HU,broken clouds,2021-08-01 22:02:59
526,Bratsk,56.1325,101.6142,57.69,83,100,11.77,RU,overcast clouds,2021-08-01 22:02:59
527,Kattivakkam,13.2167,80.3167,84.29,54,100,12.21,IN,overcast clouds,2021-08-01 22:03:00
528,Flinders,-34.5833,150.8552,46.2,95,6,4.16,AU,clear sky,2021-08-01 21:59:33
529,Kapuskasing,49.4169,-82.4331,70.34,35,24,9.37,CA,few clouds,2021-08-01 22:03:00
530,Hervey Bay,-25.2986,152.8535,66.02,94,3,3.0,AU,clear sky,2021-08-01 21:58:16
531,Sabang,5.8933,95.3214,82.31,73,100,26.08,ID,overcast clouds,2021-08-01 22:03:01
532,Gat,31.61,34.7642,84.4,54,0,2.75,IL,clear sky,2021-08-01 21:59:00
533,Rudsar,37.1376,50.288,75.15,88,98,4.79,IR,overcast clouds,2021-08-01 22:03:02
534,Pringsewu,-5.3582,104.9744,72.03,98,38,1.77,ID,scattered clouds,2021-08-01 22:03:02
535,Ciudad Bolivar,8.1222,-63.5497,81.57,76,23,7.11,VE,few clouds,2021-08-01 22:00:30
536,Beroroha,-21.6667,45.1667,63.9,63,7,2.39,MG,clear sky,2021-08-01 22:03:03
537,Muroto,33.2833,134.15,77.04,80,83,6.04,JP,broken clouds,2021-08-01 22:03:03
538,Tamandare,-8.7597,-35.1047,73.9,80,8,14.65,BR,clear sky,2021-08-01 22:03:04
539,Saint-Prosper,46.2117,-70.4811,57.65,73,100,2.64,CA,overcast clouds,2021-08-01 22:03:04
540,Edd,13.9297,41.6925,90.63,64,100,7.81,ER,overcast clouds,2021-08-01 22:03:04
541,Makokou,0.5738,12.8642,70.65,94,97,3.8,GA,overcast clouds,2021-08-01 22:03:05
542,Werda,-25.2667,23.2833,53.8,30,0,5.46,BW,clear sky,2021-08-01 21:59:53
543,Marzuq,14.4,46.4667,81.64,52,97,6.89,YE,overcast clouds,2021-08-01 22:03:05
544,Petatlan,17.5167,-101.2667,88.34,67,15,6.8,MX,few clouds,2021-08-01 22:03:06
545,Coihaique,-45.5752,-72.0662,43.72,91,49,10.33,CL,scattered clouds,2021-08-01 22:03:06
546,Bridlington,54.0831,-0.1919,55.58,74,6,11.32,GB,clear sky,2021-08-01 22:03:07
547,Usoke,-5.1667,32.35,64.85,45,33,4.27,TZ,scattered clouds,2021-08-01 22:03:07
548,Chenghai,23.4632,116.768,81.72,84,100,5.19,CN,overcast clouds,2021-08-01 22:03:07
549,Bulgan,48.8125,103.5347,56.66,99,100,3.27,MN,light rain,2021-08-01 22:03:08
550,Chicama,-7.8447,-79.1469,70.12,68,4,8.95,PE,clear sky,2021-08-01 22:03:08
551,Toppenish,46.3774,-120.3087,96.35,44,99,4.76,US,overcast clouds,2021-08-01 22:03:08
552,Dalvik,65.9702,-18.5286,55.76,81,100,2.3,IS,overcast clouds,2021-08-01 22:03:09
553,Pangkalanbuun,-2.6833,111.6167,72.88,98,88,2.08,ID,overcast clouds,2021-08-01 22:03:09
554,Viedma,-40.8135,-62.9967,52.9,45,1,14.14,AR,clear sky,2021-08-01 22:03:09
555,Ukiah,39.1502,-123.2078,104.52,25,2,1.99,US,clear sky,2021-08-01 22:00:03
556,Segezha,63.7415,34.3222,58.32,91,100,7.63,RU,overcast clouds,2021-08-01 22:03:10
557,Kenai,60.5544,-151.2583,73.02,72,14,7.85,US,few clouds,2021-08-01 22:00:04
558,Srednekolymsk,67.45,153.6833,39.13,69,100,10.69,RU,overcast clouds,2021-08-01 22:03:10
559,Wagar,16.1525,36.2032,79.88,70,91,16.46,SD,overcast clouds,2021-08-01 22:03:11
560,Leningradskiy,69.3833,178.4167,35.35,94,100,18.5,RU,light rain,2021-08-01 22:03:11
561,Agua Branca,-5.8922,-42.6361,86.23,30,93,9.55,BR,overcast clouds,2021-08-01 22:00:12
562,Ust-Maya,60.4167,134.5333,63.63,61,95,4.76,RU,overcast clouds,2021-08-01 22:03:11
563,Abonnema,4.7084,6.7931,76.98,81,99,6.58,NG,overcast clouds,2021-08-01 21:58:32
564,Along,28.1667,94.7667,72.73,98,28,1.95,IN,scattered clouds,2021-08-01 22:03:12
565,Vestmanna,62.1564,-7.1664,45.52,87,90,5.75,FO,overcast clouds,2021-08-01 22:03:12
566,Nadym,65.5333,72.5167,56.89,91,100,10.98,RU,light rain,2021-08-01 22:03:12
567,Pataskala,39.9956,-82.6743,78.62,54,20,1.99,US,few clouds,2021-08-01 22:03:13
568,Myre,69.1036,15.9492,48.11,77,78,16.87,NO,broken clouds,2021-08-01 22:03:13
569,Tarragona,41.129,1.249,71.35,69,0,2.3,ES,clear sky,2021-08-01 22:02:17
570,Sibi,29.5448,67.8764,98.56,34,43,4.94,PK,scattered clouds,2021-08-01 22:03:14
571,Kapit,2.0167,112.9333,73.62,99,94,1.72,MY,overcast clouds,2021-08-01 22:03:14
572,Dzhebariki-Khaya,62.2167,135.8,66.13,50,1,2.68,RU,clear sky,2021-08-01 22:03:14
573,Umm Lajj,25.0213,37.2685,87.58,48,5,5.28,SA,clear sky,2021-08-01 22:02:01
574,Bairiki,1.3292,172.9752,82.33,67,69,7.25,KI,broken clouds,2021-08-01 22:03:15
575,Shache,38.4167,77.2406,74.05,42,100,11.59,CN,overcast clouds,2021-08-01 22:00:43
576,Lagunillas,10.1301,-71.2595,88.65,60,16,3.76,VE,few clouds,2021-08-01 22:03:15
577,Polyanka,50.2584,27.6881,67.82,78,50,6.93,UA,scattered clouds,2021-08-01 22:03:16
578,Ruteng,-8.6136,120.4721,61.32,95,77,3.8,ID,broken clouds,2021-08-01 22:03:16
579,Adwa,14.1646,38.8955,61.95,91,92,3.58,ET,overcast clouds,2021-08-01 22:03:17
580,Wattegama,6.7989,81.4808,76.12,82,100,4.97,LK,overcast clouds,2021-08-01 22:03:17
